customerID,complaint,complaint_number
1022-RKXDR,"I have been a loyal customer for over three years, but I am frustrated with the lack of internet service options available to me. It's inconvenient not to have internet services bundled with my account, especially in today's connected world.",1
2608-BHKFN,"The internet speed has been consistently slow and unreliable, making it difficult to use basic online services. Despite paying for Fiber optic, the performance has been disappointing.",1
2608-BHKFN,"I contacted customer support about the internet issues, but they were unhelpful and failed to resolve the problem, which led to my decision to cancel the service.",2
2135-RXIHG,"The internet service has been extremely slow and unreliable since I signed up. Despite paying for DSL, the connection barely works, and I haven't been able to use it effectively.",1
3571-RFHAR,"The internet service has been inconsistent for months, with frequent outages and poor connection quality. Despite paying a premium for fiber optic internet and additional services like tech support, the issues have not been resolved. This has caused significant frustration and inconvenience.",1
3254-YRILK,"The streaming TV service frequently buffers and disrupts my viewing experience. This has been ongoing for months, and I haven't received any resolution despite reporting it multiple times.",1
3254-YRILK,"I contacted customer support for assistance with the buffering issue, but the representative was unhelpful and did not provide a satisfactory solution. This level of service is unacceptable.",2
7245-NIIWQ,The internet speed has been extremely slow despite being on a fiber optic plan. This is not what I expected from a premium service.,1
7245-NIIWQ,"I am frustrated with the lack of tech support options. When I tried to get assistance with the internet issues, there was no one available to help.",2
7245-NIIWQ,"The monthly charges seem too high for the limited services I am receiving. I don't have any add-ons like streaming or security, so I don't understand why the bill is so expensive.",3
2812-ENYMO,"The streaming services I signed up for frequently buffer and have poor video quality despite having DSL internet. This is very frustrating, especially since I'm on a one-year contract and expected better service.",1
3146-JTQHR,I am dissatisfied with the lack of internet service options available to me. I would like to know why internet service is not bundled with my current plan.,1
3146-JTQHR,"The phone service quality has been inconsistent, with occasional dropped calls and static interference. This is unacceptable, especially considering I am on a one-year contract.",2
3146-JTQHR,I am frustrated with the outdated payment method options. Why is there no option for paperless billing if I prefer a more convenient and environmentally friendly approach?,3
8631-WUXGY,"The streaming TV service frequently buffers and interrupts while I'm trying to watch shows, despite paying for a high-speed fiber optic connection.",1
8631-WUXGY,"The monthly charges are quite high, and I feel like I am not getting value for the amount I am paying, especially with the recurring issues with the streaming services.",2
8631-WUXGY,"I contacted customer support about the buffering issue, but they were unhelpful and did not provide a resolution.",3
